dTrue	dFalse	qualité_test	qualité_train	référence
0.4848224	0.5246426	
0.4848224	0.5246426	
0.6638784	0.66115457	
0.6638784	0.66115457	
0.6773975	0.6642507	
0.6841571	0.6657987	
0.68756115	0.660322	
0.6898305	0.65667087	
0.6890379	0.6430213	
0.68844354	0.6327841	
0.6877029	0.62503785	
0.6871104	0.6188408	
0.68443245	0.611253	
0.68220085	0.6049299	
0.674274	0.5998541	
0.6674796	0.59550345	
0.66300595	0.5897726	
0.6590915	0.58475804	
0.66169995	0.57795423	
0.66401863	0.5719064	
0.6642728	0.5640072	
0.66450155	0.55689794	
0.66484505	0.5488626	
0.6651573	0.54155767	
0.6658495	0.5349165	
0.66648406	0.5288288	
0.66675454	0.52339005	
0.6670042	0.5183696	
0.66719943	0.51536876	
0.66738075	0.51258224	
0.66855854	0.5100504	
0.66965777	0.5076874	
0.6688994	0.5020236	
0.6681884	0.49671382	
0.6685149	0.4911155	
0.66882217	0.48584652	
0.66980535	0.48127255	
0.6707339	0.4769527	
0.671607	0.47282246	
0.6724341	0.46890956	
0.6736488	0.4657077	
0.6748027	0.46266586	
0.67703867	0.45999545	
0.6791681	0.45745224	
0.6801199	0.45485505	
0.6810283	0.45237592	
0.683121	0.44942212	
0.6851227	0.4465967	
0.6859142	0.44321227	
0.6866727	0.43996885	
0.68753093	0.4360289	
0.6883548	0.4322465	
0.68955517	0.42944714	
0.69070935	0.42675543	
0.6912121	0.42388323	
dTrue	dFalse	qualité_test	qualité_train	référence
0.44385874	0.41348067	
0.44385874	0.41348067	
0.70757324	0.6607747	
0.70757324	0.6607747	
0.70167565	0.65746874	
0.6987269	0.6558157	
0.70837843	0.6469661	
0.71481276	0.6410663	
0.7208418	0.6264382	
0.7253637	0.6154671	
0.72614026	0.59829986	
0.7267616	0.5845661	
0.72348493	0.571821	
0.7207543	0.56119996	
0.720026	0.5525337	
0.7194018	0.5451054	
0.7150474	0.5392776	
0.7112373	0.53417826	
0.71087795	0.52791786	
0.7105586	0.52235305	
0.71088284	0.5159246	
0.71117467	0.51013887	
0.7116816	0.5055013	
0.7121424	0.5012852	
0.71014136	0.49745107	
0.70830727	0.49393654	
0.709059	0.4898788	
0.7097529	0.48613322	
0.7097877	0.48188916	
0.7098201	0.47794825	
0.7098604	0.47329068	
0.709898	0.4689436	
0.71053594	0.46512657	
0.711134	0.46154815	
0.7122991	0.4596541	
0.71339566	0.45787144	
0.71438915	0.45226523	
0.71532744	0.44697046	
0.71340895	0.4413799	
0.7115915	0.43608359	
0.7112823	0.43314186	
0.7109887	0.4303472	
0.71320325	0.42702493	
0.7153123	0.42386088	
0.7171998	0.4204441	
0.71900153	0.41718262	
0.7199607	0.41490647	
0.7208782	0.4127293	
0.7218393	0.4090179	
0.7227604	0.40546104	
0.7231819	0.40393156	
0.72358656	0.40246326	
0.723415	0.39924178	
0.72325003	0.39614418	
0.7236223	0.39440975	
0.7239808	0.39273956	
0.7242723	0.3899422	
0.7245536	0.38724467	
0.725191	0.38467386	
0.7258065	0.38219172	
0.72695786	0.3803958	
0.7280709	0.37865973	
0.72835875	0.3767784	
0.7286373	0.37495777	
0.7293613	0.3734128	
0.7300627	0.37191612	
0.7311585	0.3691151	
0.73222107	0.36639902	
0.7321198	0.3651336	
0.73202145	0.36390546	
0.732561	0.36272985	
0.7330851	0.3615878	
0.7340687	0.35963103	
0.735025	0.3577287	
0.73482156	0.35601363	
0.73462355	0.3543449	
0.734591	0.3535437	
0.7345593	0.35276356	
0.73523843	0.35061124	
0.7359001	0.34851408	
0.73712987	0.34745586	
0.7383289	0.34642407	
0.7383808	0.34543315	
0.7384314	0.3444664	
0.73864573	0.34367743	
0.73885506	0.34290725	
0.7387667	0.34168065	
0.7386803	0.34048256	
0.7389601	0.33935747	
0.73923343	0.3382579	
0.7394298	0.33805507	
0.73962176	0.3378567	
0.7389211	0.33602872	
0.7382357	0.3342405	
0.7389722	0.33397198	
0.7396929	0.33370918	
0.73994493	0.33244213	
0.7401917	0.33120143	
0.74009794	0.3304168	
0.740006	0.3296482	
0.7398105	0.32947263	
0.7396189	0.32930058	
0.73612607	0.25637376	
0.73612607	0.25637376	
0.72275585	0.2551233	
0.7160707	0.25449806	
0.7252263	0.25441772	
0.7313299	0.25436413	
0.7328945	0.24644868	
0.734068	0.2405121	
0.7394682	0.24239543	
0.74378836	0.24390209	
0.74000305	0.24147287	
0.7368486	0.23944853	
0.73984134	0.24290825	
0.7424065	0.24587373	
0.7421599	0.24334364	
0.7419442	0.24112982	
0.74332684	0.24398196	
0.7445559	0.24651718	
0.742599	0.2448107	
0.74083775	0.24327488	
0.7408307	0.24515574	
0.74082434	0.24686562	
0.74123996	0.2485645	
0.74162084	0.25012177	
0.74081975	0.24926567	
0.7400803	0.24847542	
0.73992956	0.2507945	
0.73978955	0.25294793	
0.73879665	0.25027332	
0.7378699	0.247777	
0.7401453	0.25061378	
0.7422786	0.25327325	
0.74320984	0.24995515	
0.7440863	0.24683224	
0.74297655	0.24638724	
0.7419284	0.24596697	
0.74347085	0.24662139	
0.74493206	0.24724138	
0.7453745	0.24531826	
0.74579465	0.24349137	
0.7461801	0.24289429	
0.7465472	0.24232565	
0.7479429	0.24310924	
0.74927515	0.2438572	
0.7481324	0.24162269	
0.7470394	0.23948532	
0.7473127	0.24222493	
0.7475746	0.24485041	
0.74859	0.24218464	
0.74956465	0.2396255	
0.7504096	0.24010125	
0.751222	0.24055871	
0.75194067	0.24093077	
0.7526327	0.24128905	
0.7511687	0.24030264	
0.7497571	0.23935144	
0.7502311	0.24037592	
0.75068873	0.24136508	
0.75140905	0.23966807	
0.75210536	0.23802763	
0.75314105	0.23846644	
0.75414336	0.23889108	
0.75451946	0.23776335	
0.75488377	0.23667084	
0.7555423	0.23638324	
0.7561808	0.23610437	
0.7568193	0.23571223	
0.757439	0.23533162	
0.7581784	0.2345201	
0.75889677	0.23373176	
0.75932044	0.23342715	
0.75973237	0.233131	
0.7606247	0.23293786	
0.76149297	0.23274991	
0.76127994	0.2320739	
0.7610726	0.23141567	
0.76083475	0.2318288	
0.7606031	0.2322313	
0.7611647	0.23202884	
0.7617123	0.2318314	
0.76265913	0.2314221	
0.7635829	0.23102276	
0.76366013	0.2304643	
0.76373553	0.22991912	
0.76426023	0.22977182	
0.7647727	0.22962797	
0.7652584	0.2293196	
0.765733	0.22901823	
0.7661794	0.22842015	
0.7666158	0.22783536	
0.766863	0.22774732	
0.76710474	0.22766119	
0.76784414	0.22716032	
0.76856786	0.2266701	
0.7689901	0.22654574	
0.76940364	0.22642396	
0.76976424	0.22622336	
0.77011746	0.22602686	
0.7698578	0.22631568	
0.76960343	0.22659872	
0.7989091	0.2421658	
0.7989091	0.2421658	
0.81158775	0.23593067	
0.817927	0.23281309	
0.8090752	0.23118225	
0.80317384	0.23009501	
0.8051429	0.22852993	
0.80661964	0.22735614	
0.796602	0.22555716	
0.78858787	0.224118	
0.78462607	0.23192659	
0.7813246	0.23843376	
0.7792084	0.23006462	
0.7773945	0.22289106	
0.7833324	0.2225037	
0.7885279	0.22216477	
0.7921639	0.22112249	
0.7953959	0.22019602	
0.79485875	0.21772277	
0.7943753	0.21549682	
0.793174	0.21699749	
0.7920819	0.21836172	
0.78998643	0.21923284	
0.7880656	0.22003138	
0.78881514	0.22045267	
0.78950703	0.22084156	
0.786579	0.21902254	
